source_set,source_path,filename,extension,width,height,has_alpha,alpha_bounding_box,visible_pixel_bounding_box,transparent_percentage,mostly_blank,visible_coverage_percentage,likely_individual_icon,likely_atlas_sheet,likely_ui_panel_large_graphic,likely_world_decal,dominant_filename_keywords,inferred_theme_keywords,import_sidecar_exists
cyber_city_icons,res://assets/tilesets/cyber_city_core_tilesets/Store_Items/CyberCity_Icons/CyberCity_Icons/Accessory_3_Female.png,Accessory_3_Female.png,.png,512,512,True,"[166, 4, 331, 509]","[166, 4, 331, 509]",85.136,False,14.864,True,False,False,True,"[""accessory"", ""door"", ""female"", ""png""]","[""cyber"", ""scheme_card"", ""screen_graphic"", ""world_decal""]",True
cyber_city_icons,res://assets/tilesets/cyber_city_core_tilesets/Store_Items/CyberCity_Icons/CyberCity_Icons/Accessory_3_Male.png,Accessory_3_Male.png,.png,512,512,True,"[195, 2, 367, 501]","[195, 2, 367, 501]",84.041,False,15.959,True,False,False,True,"[""accessory"", ""door"", ""male"", ""png""]","[""cyber"", ""scheme_card"", ""screen_graphic"", ""world_decal""]",True
cyber_city_icons,res://assets/tilesets/cyber_city_core_tilesets/Store_Items/CyberCity_Icons/CyberCity_Icons/Accessory_4_Female.png,Accessory_4_Female.png,.png,512,512,True,"[184, 5, 313, 506]","[184, 5, 313, 506]",87.17,False,12.83,True,False,False,True,"[""accessory"", ""door"", ""female"", ""png""]","[""cyber"", ""scheme_card"", ""screen_graphic"", ""world_decal""]",True
cyber_city_icons,res://assets/tilesets/cyber_city_core_tilesets/Store_Items/CyberCity_Icons/CyberCity_Icons/Accessory_4_Male.png,Accessory_4_Male.png,.png,512,512,True,"[152, 2, 305, 498]","[152, 2, 305, 498]",86.117,False,13.883,True,False,False,True,"[""accessory"", ""door"", ""male"", ""png""]","[""cyber"", ""scheme_card"", ""screen_graphic"", ""world_decal""]",True
cyber_city_icons,res://assets/tilesets/cyber_city_core_tilesets/Store_Items/CyberCity_Icons/CyberCity_Icons/Accessory_5_Female.png,Accessory_5_Female.png,.png,512,512,True,"[94, 15, 407, 478]","[94, 15, 407, 478]",65.541,False,34.459,True,False,False,True,"[""accessory"", ""door"", ""female"", ""png""]","[""cyber"", ""scheme_card"", ""screen_graphic"", ""world_decal""]",True
cyber_city_icons,res://assets/tilesets/cyber_city_core_tilesets/Store_Items/CyberCity_Icons/CyberCity_Icons/Accessory_5_Male.png,Accessory_5_Male.png,.png,512,512,True,"[93, 39, 401, 477]","[93, 39, 401, 477]",68.393,False,31.607,True,False,False,True,"[""accessory"", ""door"", ""male"", ""png""]","[""cyber"", ""scheme_card"", ""screen_graphic"", ""world_decal""]",True
cyber_city_icons,res://assets/tilesets/cyber_city_core_tilesets/Store_Items/CyberCity_Icons/CyberCity_Icons/Accessory_6.png,Accessory_6.png,.png,512,512,True,"[67, 26, 464, 445]","[67, 26, 464, 445]",84.555,False,15.445,True,False,False,True,"[""accessory"", ""door"", ""png""]","[""cyber"", ""scheme_card"", ""screen_graphic"", ""world_decal""]",True
cyber_city_icons,res://assets/tilesets/cyber_city_core_tilesets/Store_Items/CyberCity_Icons/CyberCity_Icons/Accessory_7.png,Accessory_7.png,.png,512,512,True,"[108, 10, 432, 506]","[108, 10, 432, 506]",86.412,False,13.588,True,False,False,True,"[""accessory"", ""door"", ""png""]","[""cyber"", ""scheme_card"", ""screen_graphic"", ""world_decal""]",True
cyber_city_icons,res://assets/tilesets/cyber_city_core_tilesets/Store_Items/CyberCity_Icons/CyberCity_Icons/Accessory_8.png,Accessory_8.png,.png,512,512,True,"[70, 147, 357, 407]","[70, 147, 357, 407]",82.77,False,17.23,True,False,False,True,"[""accessory"", ""door"", ""png""]","[""cyber"", ""scheme_card"", ""screen_graphic"", ""world_decal""]",True
cyber_city_icons,res://assets/tilesets/cyber_city_core_tilesets/Store_Items/CyberCity_Icons/CyberCity_Icons/Accessory_9_Female.png,Accessory_9_Female.png,.png,512,512,True,"[46, 16, 472, 477]","[46, 16, 472, 477]",80.949,False,19.051,True,False,False,True,"[""accessory"", ""door"", ""female"", ""png""]","[""cyber"", ""scheme_card"", ""screen_graphic"", ""world_decal""]",True
cyber_city_icons,res://assets/tilesets/cyber_city_core_tilesets/Store_Items/CyberCity_Icons/CyberCity_Icons/Accessory_9_Male.png,Accessory_9_Male.png,.png,512,512,True,"[51, 15, 486, 480]","[51, 15, 486, 480]",77.306,False,22.694,True,False,False,True,"[""accessory"", ""door"", ""male"", ""png""]","[""cyber"", ""scheme_card"", ""screen_graphic"", ""world_decal""]",True
cyber_city_icons,res://assets/tilesets/cyber_city_core_tilesets/Store_Items/CyberCity_Icons/CyberCity_Icons/Ad_1.png,Ad_1.png,.png,512,512,True,"[120, 7, 383, 503]","[120, 7, 383, 503]",57.685,False,42.315,True,False,False,True,"[""ad"", ""png""]","[""cyber"", ""scheme_card"", ""screen_graphic"", ""world_decal""]",True
cyber_city_icons,res://assets/tilesets/cyber_city_core_tilesets/Store_Items/CyberCity_Icons/CyberCity_Icons/Ad_2.png,Ad_2.png,.png,512,512,True,"[158, 3, 322, 494]","[158, 3, 322, 494]",74.852,False,25.148,True,False,False,True,"[""ad"", ""png""]","[""cyber"", ""scheme_card"", ""screen_graphic"", ""world_decal""]",True
cyber_city_icons,res://assets/tilesets/cyber_city_core_tilesets/Store_Items/CyberCity_Icons/CyberCity_Icons/Ad_3.png,Ad_3.png,.png,512,512,True,"[163, 9, 325, 493]","[163, 9, 325, 493]",73.797,False,26.203,True,False,False,True,"[""ad"", ""png""]","[""cyber"", ""scheme_card"", ""screen_graphic"", ""world_decal""]",True
cyber_city_icons,res://assets/tilesets/cyber_city_core_tilesets/Store_Items/CyberCity_Icons/CyberCity_Icons/Ad_4.png,Ad_4.png,.png,512,512,True,"[42, 53, 481, 427]","[42, 53, 481, 427]",45.638,False,54.362,True,False,False,True,"[""ad"", ""png""]","[""cyber"", ""scheme_card"", ""screen_graphic"", ""world_decal""]",True
cyber_city_icons,res://assets/tilesets/cyber_city_core_tilesets/Store_Items/CyberCity_Icons/CyberCity_Icons/Ad_5.png,Ad_5.png,.png,512,512,True,"[1, 59, 509, 452]","[1, 59, 509, 452]",31.128,False,68.872,True,False,False,True,"[""ad"", ""png""]","[""cyber"", ""scheme_card"", ""screen_graphic"", ""world_decal""]",True
cyber_city_icons,res://assets/tilesets/cyber_city_core_tilesets/Store_Items/CyberCity_Icons/CyberCity_Icons/Ad_6.png,Ad_6.png,.png,512,512,True,"[119, 10, 425, 498]","[119, 10, 425, 498]",49.836,False,50.164,True,False,False,True,"[""ad"", ""png""]","[""cyber"", ""scheme_card"", ""screen_graphic"", ""world_decal""]",True
cyber_city_icons,res://assets/tilesets/cyber_city_core_tilesets/Store_Items/CyberCity_Icons/CyberCity_Icons/Ad_7.png,Ad_7.png,.png,512,512,True,"[2, 107, 506, 379]","[2, 107, 506, 379]",54.716,False,45.284,True,False,False,True,"[""ad"", ""png""]","[""cyber"", ""scheme_card"", ""screen_graphic"", ""world_decal""]",True
cyber_city_icons,res://assets/tilesets/cyber_city_core_tilesets/Store_Items/CyberCity_Icons/CyberCity_Icons/Ad_8.png,Ad_8.png,.png,512,512,True,"[6, 107, 495, 376]","[6, 107, 495, 376]",69.384,False,30.616,True,False,False,True,"[""ad"", ""png""]","[""cyber"", ""scheme_card"", ""screen_graphic"", ""world_decal""]",True
cyber_city_icons,res://assets/tilesets/cyber_city_core_tilesets/Store_Items/CyberCity_Icons/CyberCity_Icons/Ad_9.png,Ad_9.png,.png,512,512,True,"[139, 11, 385, 509]","[139, 11, 385, 509]",60.403,False,39.597,True,False,False,True,"[""ad"", ""png""]","[""cyber"", ""scheme_card"", ""screen_graphic"", ""world_decal""]",True
cyber_city_icons,res://assets/tilesets/cyber_city_core_tilesets/Store_Items/CyberCity_Icons/CyberCity_Icons/AmmoMagazine_1.png,AmmoMagazine_1.png,.png,512,512,True,"[37, 19, 407, 494]","[37, 19, 407, 494]",55.805,False,44.195,True,False,False,True,"[""ammomagazine"", ""png""]","[""cyber"", ""scheme_card"", ""screen_graphic"", ""world_decal""]",True
cyber_city_icons,res://assets/tilesets/cyber_city_core_tilesets/Store_Items/CyberCity_Icons/CyberCity_Icons/AmmoMagazine_2.png,AmmoMagazine_2.png,.png,512,512,True,"[127, 5, 342, 499]","[127, 5, 342, 499]",74.495,False,25.505,True,False,False,True,"[""ammomagazine"", ""png""]","[""cyber"", ""scheme_card"", ""screen_graphic"", ""world_decal""]",True
cyber_city_icons,res://assets/tilesets/cyber_city_core_tilesets/Store_Items/CyberCity_Icons/CyberCity_Icons/Analyzer_1.png,Analyzer_1.png,.png,512,512,True,"[37, 76, 493, 453]","[37, 76, 493, 453]",44.332,False,55.668,True,False,False,True,"[""analyzer"", ""png""]","[""cyber"", ""scheme_card"", ""screen_graphic"", ""world_decal""]",True
cyber_city_icons,res://assets/tilesets/cyber_city_core_tilesets/Store_Items/CyberCity_Icons/CyberCity_Icons/AnatomyScans_1.png,AnatomyScans_1.png,.png,512,512,True,"[107, 10, 388, 501]","[107, 10, 388, 501]",54.087,False,45.913,True,False,False,True,"[""anatomyscans"", ""png""]","[""cyber"", ""scheme_card"", ""screen_graphic"", ""world_decal""]",True
cyber_city_icons,res://assets/tilesets/cyber_city_core_tilesets/Store_Items/CyberCity_Icons/CyberCity_Icons/AnatonyScans_2.png,AnatonyScans_2.png,.png,512,512,True,"[27, 18, 480, 500]","[27, 18, 480, 500]",35.35,False,64.65,True,False,False,True,"[""anatonyscans"", ""png""]","[""cyber"", ""scheme_card"", ""screen_graphic"", ""world_decal""]",True
cyber_city_icons,res://assets/tilesets/cyber_city_core_tilesets/Store_Items/CyberCity_Icons/CyberCity_Icons/AntiqueBox_1.png,AntiqueBox_1.png,.png,512,512,True,"[99, 6, 405, 511]","[99, 6, 405, 511]",61.55,False,38.45,True,False,False,True,"[""antiquebox"", ""png""]","[""cyber"", ""scheme_card"", ""screen_graphic"", ""world_decal""]",True
cyber_city_icons,res://assets/tilesets/cyber_city_core_tilesets/Store_Items/CyberCity_Icons/CyberCity_Icons/AntiqueVase_1.png,AntiqueVase_1.png,.png,512,512,True,"[74, 45, 418, 491]","[74, 45, 418, 491]",60.127,False,39.873,True,False,False,True,"[""antiquevase"", ""png""]","[""cyber"", ""scheme_card"", ""screen_graphic"", ""world_decal""]",True
cyber_city_icons,res://assets/tilesets/cyber_city_core_tilesets/Store_Items/CyberCity_Icons/CyberCity_Icons/AntiqueVase_2.png,AntiqueVase_2.png,.png,512,512,True,"[125, 4, 374, 499]","[125, 4, 374, 499]",75.137,False,24.863,True,False,False,True,"[""antiquevase"", ""png""]","[""cyber"", ""scheme_card"", ""screen_graphic"", ""world_decal""]",True
cyber_city_icons,res://assets/tilesets/cyber_city_core_tilesets/Store_Items/CyberCity_Icons/CyberCity_Icons/AntiqueVase_3.png,AntiqueVase_3.png,.png,512,512,True,"[126, 2, 417, 509]","[126, 2, 417, 509]",65.302,False,34.698,True,False,False,True,"[""antiquevase"", ""png""]","[""cyber"", ""scheme_card"", ""screen_graphic"", ""world_decal""]",True
cyber_city_icons,res://assets/tilesets/cyber_city_core_tilesets/Store_Items/CyberCity_Icons/CyberCity_Icons/Arcade_1.png,Arcade_1.png,.png,512,512,True,"[52, 1, 400, 509]","[52, 1, 400, 509]",50.27,False,49.73,True,False,False,True,"[""arcade"", ""png""]","[""cyber"", ""scheme_card"", ""screen_graphic"", ""world_decal""]",True
cyber_city_icons,res://assets/tilesets/cyber_city_core_tilesets/Store_Items/CyberCity_Icons/CyberCity_Icons/Arcade_2.png,Arcade_2.png,.png,512,512,True,"[115, 10, 411, 508]","[115, 10, 411, 508]",56.431,False,43.569,True,False,False,True,"[""arcade"", ""png""]","[""cyber"", ""scheme_card"", ""screen_graphic"", ""world_decal""]",True
cyber_city_icons,res://assets/tilesets/cyber_city_core_tilesets/Store_Items/CyberCity_Icons/CyberCity_Icons/Arcade_3.png,Arcade_3.png,.png,512,512,True,"[129, 1, 349, 509]","[129, 1, 349, 509]",64.413,False,35.587,True,False,False,True,"[""arcade"", ""png""]","[""cyber"", ""scheme_card"", ""screen_graphic"", ""world_decal""]",True
cyber_city_icons,res://assets/tilesets/cyber_city_core_tilesets/Store_Items/CyberCity_Icons/CyberCity_Icons/Arcade_4.png,Arcade_4.png,.png,512,512,True,"[163, 2, 402, 509]","[163, 2, 402, 509]",64.345,False,35.655,True,False,False,True,"[""arcade"", ""png""]","[""cyber"", ""scheme_card"", ""screen_graphic"", ""world_decal""]",True
cyber_city_icons,res://assets/tilesets/cyber_city_core_tilesets/Store_Items/CyberCity_Icons/CyberCity_Icons/Arcade_5.png,Arcade_5.png,.png,512,512,True,"[135, 3, 376, 509]","[135, 3, 376, 509]",64.785,False,35.215,True,False,False,True,"[""arcade"", ""png""]","[""cyber"", ""scheme_card"", ""screen_graphic"", ""world_decal""]",True
cyber_city_icons,res://assets/tilesets/cyber_city_core_tilesets/Store_Items/CyberCity_Icons/CyberCity_Icons/Arcade_6.png,Arcade_6.png,.png,512,512,True,"[123, 8, 405, 508]","[123, 8, 405, 508]",55.825,False,44.175,True,False,False,True,"[""arcade"", ""png""]","[""cyber"", ""scheme_card"", ""screen_graphic"", ""world_decal""]",True
cyber_city_icons,res://assets/tilesets/cyber_city_core_tilesets/Store_Items/CyberCity_Icons/CyberCity_Icons/BandPlatform_1.png,BandPlatform_1.png,.png,512,512,True,"[3, 64, 511, 418]","[3, 64, 511, 418]",79.146,False,20.854,True,False,False,True,"[""bandplatform"", ""png""]","[""cyber"", ""scheme_card"", ""screen_graphic"", ""world_decal""]",True
cyber_city_icons,res://assets/tilesets/cyber_city_core_tilesets/Store_Items/CyberCity_Icons/CyberCity_Icons/Barrel_1.png,Barrel_1.png,.png,512,512,True,"[76, 7, 439, 506]","[76, 7, 439, 506]",44.847,False,55.153,True,False,False,True,"[""barrel"", ""png""]","[""cyber"", ""scheme_card"", ""screen_graphic"", ""world_decal""]",True
cyber_city_icons,res://assets/tilesets/cyber_city_core_tilesets/Store_Items/CyberCity_Icons/CyberCity_Icons/Barrel_2.png,Barrel_2.png,.png,512,512,True,"[87, 5, 434, 508]","[87, 5, 434, 508]",43.196,False,56.804,True,False,False,True,"[""barrel"", ""png""]","[""cyber"", ""scheme_card"", ""screen_graphic"", ""world_decal""]",True
cyber_city_icons,res://assets/tilesets/cyber_city_core_tilesets/Store_Items/CyberCity_Icons/CyberCity_Icons/Barrier_1.png,Barrier_1.png,.png,512,512,True,"[26, 73, 478, 444]","[26, 73, 478, 444]",87.197,False,12.803,True,False,False,True,"[""barrier"", ""png""]","[""cyber"", ""scheme_card"", ""screen_graphic"", ""world_decal""]",True
cyber_city_icons,res://assets/tilesets/cyber_city_core_tilesets/Store_Items/CyberCity_Icons/CyberCity_Icons/Barrier_2.png,Barrier_2.png,.png,512,512,True,"[6, 111, 487, 460]","[6, 111, 487, 460]",56.096,False,43.904,True,False,False,True,"[""barrier"", ""png""]","[""cyber"", ""scheme_card"", ""screen_graphic"", ""world_decal""]",True
cyber_city_icons,res://assets/tilesets/cyber_city_core_tilesets/Store_Items/CyberCity_Icons/CyberCity_Icons/Barrier_3.png,Barrier_3.png,.png,512,512,True,"[9, 39, 506, 452]","[9, 39, 506, 452]",70.43,False,29.57,True,False,False,True,"[""barrier"", ""png""]","[""cyber"", ""scheme_card"", ""screen_graphic"", ""world_decal""]",True
cyber_city_icons,res://assets/tilesets/cyber_city_core_tilesets/Store_Items/CyberCity_Icons/CyberCity_Icons/Basket_1.png,Basket_1.png,.png,512,512,True,"[36, 25, 504, 490]","[36, 25, 504, 490]",45.881,False,54.119,True,False,False,True,"[""basket"", ""png""]","[""cyber"", ""scheme_card"", ""screen_graphic"", ""world_decal""]",True
cyber_city_icons,res://assets/tilesets/cyber_city_core_tilesets/Store_Items/CyberCity_Icons/CyberCity_Icons/Beaker_1.png,Beaker_1.png,.png,512,512,True,"[117, 9, 391, 501]","[117, 9, 391, 501]",66.214,False,33.786,True,False,False,True,"[""beaker"", ""png""]","[""cyber"", ""scheme_card"", ""screen_graphic"", ""world_decal""]",True
cyber_city_icons,res://assets/tilesets/cyber_city_core_tilesets/Store_Items/CyberCity_Icons/CyberCity_Icons/Beaker_2.png,Beaker_2.png,.png,512,512,True,"[130, 9, 401, 495]","[130, 9, 401, 495]",66.871,False,33.129,True,False,False,True,"[""beaker"", ""png""]","[""cyber"", ""scheme_card"", ""screen_graphic"", ""world_decal""]",True
cyber_city_icons,res://assets/tilesets/cyber_city_core_tilesets/Store_Items/CyberCity_Icons/CyberCity_Icons/BeanBagChair_1.png,BeanBagChair_1.png,.png,512,512,True,"[16, 141, 491, 444]","[16, 141, 491, 444]",59.1,False,40.9,True,False,False,True,"[""beanbagchair"", ""png""]","[""cyber"", ""scheme_card"", ""screen_graphic"", ""world_decal""]",True
cyber_city_icons,res://assets/tilesets/cyber_city_core_tilesets/Store_Items/CyberCity_Icons/CyberCity_Icons/Bed_1.png,Bed_1.png,.png,512,512,True,"[4, 45, 505, 462]","[4, 45, 505, 462]",52.076,False,47.924,True,False,False,True,"[""bed"", ""png""]","[""cyber"", ""scheme_card"", ""screen_graphic"", ""world_decal""]",True
cyber_city_icons,res://assets/tilesets/cyber_city_core_tilesets/Store_Items/CyberCity_Icons/CyberCity_Icons/Bed_2.png,Bed_2.png,.png,512,512,True,"[3, 121, 503, 443]","[3, 121, 503, 443]",64.16,False,35.84,True,False,False,True,"[""bed"", ""png""]","[""cyber"", ""scheme_card"", ""screen_graphic"", ""world_decal""]",True
cyber_city_icons,res://assets/tilesets/cyber_city_core_tilesets/Store_Items/CyberCity_Icons/CyberCity_Icons/Bed_3.png,Bed_3.png,.png,512,512,True,"[4, 131, 509, 419]","[4, 131, 509, 419]",67.445,False,32.555,True,False,False,True,"[""bed"", ""png""]","[""cyber"", ""scheme_card"", ""screen_graphic"", ""world_decal""]",True
cyber_city_icons,res://assets/tilesets/cyber_city_core_tilesets/Store_Items/CyberCity_Icons/CyberCity_Icons/Bed_4.png,Bed_4.png,.png,512,512,True,"[9, 89, 510, 416]","[9, 89, 510, 416]",71.277,False,28.723,True,False,False,True,"[""bed"", ""png""]","[""cyber"", ""scheme_card"", ""screen_graphic"", ""world_decal""]",True
cyber_city_icons,res://assets/tilesets/cyber_city_core_tilesets/Store_Items/CyberCity_Icons/CyberCity_Icons/Bed_5.png,Bed_5.png,.png,512,512,True,"[2, 135, 507, 398]","[2, 135, 507, 398]",67.429,False,32.571,True,False,False,True,"[""bed"", ""png""]","[""cyber"", ""scheme_card"", ""screen_graphic"", ""world_decal""]",True
cyber_city_icons,res://assets/tilesets/cyber_city_core_tilesets/Store_Items/CyberCity_Icons/CyberCity_Icons/Bike_1.png,Bike_1.png,.png,512,512,True,"[31, 51, 504, 455]","[31, 51, 504, 455]",78.303,False,21.697,True,False,False,True,"[""bike"", ""png""]","[""cyber"", ""scheme_card"", ""screen_graphic"", ""world_decal""]",True
cyber_city_icons,res://assets/tilesets/cyber_city_core_tilesets/Store_Items/CyberCity_Icons/CyberCity_Icons/Bike_2.png,Bike_2.png,.png,512,512,True,"[6, 36, 503, 431]","[6, 36, 503, 431]",79.108,False,20.892,True,False,False,True,"[""bike"", ""png""]","[""cyber"", ""scheme_card"", ""screen_graphic"", ""world_decal""]",True
cyber_city_icons,res://assets/tilesets/cyber_city_core_tilesets/Store_Items/CyberCity_Icons/CyberCity_Icons/Bike_3.png,Bike_3.png,.png,512,512,True,"[14, 29, 504, 460]","[14, 29, 504, 460]",75.801,False,24.199,True,False,False,True,"[""bike"", ""png""]","[""cyber"", ""scheme_card"", ""screen_graphic"", ""world_decal""]",True
cyber_city_icons,res://assets/tilesets/cyber_city_core_tilesets/Store_Items/CyberCity_Icons/CyberCity_Icons/BiometricScanner_1.png,BiometricScanner_1.png,.png,512,512,True,"[107, 25, 425, 473]","[107, 25, 425, 473]",55.934,False,44.066,True,False,False,True,"[""biometricscanner"", ""hazard"", ""png"", ""security""]","[""mission_board"", ""screen_graphic"", ""security"", ""security_indicator"", ""warning_indicator"", ""world_decal""]",True
cyber_city_icons,res://assets/tilesets/cyber_city_core_tilesets/Store_Items/CyberCity_Icons/CyberCity_Icons/BlueBarrel_1.png,BlueBarrel_1.png,.png,512,512,True,"[121, 22, 394, 493]","[121, 22, 394, 493]",56.459,False,43.541,True,False,False,True,"[""bluebarrel"", ""png""]","[""cyber"", ""scheme_card"", ""screen_graphic"", ""world_decal""]",True
cyber_city_icons,res://assets/tilesets/cyber_city_core_tilesets/Store_Items/CyberCity_Icons/CyberCity_Icons/Bomb_1.png,Bomb_1.png,.png,512,512,True,"[13, 64, 484, 453]","[13, 64, 484, 453]",65.717,False,34.283,True,False,False,True,"[""bomb"", ""png""]","[""cyber"", ""scheme_card"", ""screen_graphic"", ""world_decal""]",True
cyber_city_icons,res://assets/tilesets/cyber_city_core_tilesets/Store_Items/CyberCity_Icons/CyberCity_Icons/Bomb_2.png,Bomb_2.png,.png,512,512,True,"[7, 78, 508, 442]","[7, 78, 508, 442]",60.428,False,39.572,True,False,False,True,"[""bomb"", ""png""]","[""cyber"", ""scheme_card"", ""screen_graphic"", ""world_decal""]",True
cyber_city_icons,res://assets/tilesets/cyber_city_core_tilesets/Store_Items/CyberCity_Icons/CyberCity_Icons/Bomb_3.png,Bomb_3.png,.png,512,512,True,"[4, 70, 500, 473]","[4, 70, 500, 473]",42.93,False,57.07,True,False,False,True,"[""bomb"", ""png""]","[""cyber"", ""scheme_card"", ""screen_graphic"", ""world_decal""]",True
cyber_city_icons,res://assets/tilesets/cyber_city_core_tilesets/Store_Items/CyberCity_Icons/CyberCity_Icons/Bomb_4.png,Bomb_4.png,.png,512,512,True,"[8, 136, 493, 416]","[8, 136, 493, 416]",65.897,False,34.103,True,False,False,True,"[""bomb"", ""png""]","[""cyber"", ""scheme_card"", ""screen_graphic"", ""world_decal""]",True
