asset_id,path,filename,catalog_category,catalog_subcategory,width,height,alpha_bbox_width,alpha_bbox_height,transparent_pixel_percentage,candidate_pools,file_exists,reason_included,inferred_family,classification,reason,recommended_palette,recommended_layer,recommended_z_index,recommended_tileset_handling,recommended_tilemap_layer,collision_disabled,notes,tile_preview_width,tile_preview_height,visible_alpha_bbox,transparent_percentage,coverage_percentage,palette_name,tile_id,source_region,classification_before_tileset_creation,post_creation_quality_classification,quality_reason,recommended_action,quality_warning,review_inspection_passes
pvg_tileset_atlas_building1_4_2fc1a14e,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_Core_Tiles_1/CyberCity_Core_Tiles_1/Building1_4.png,Building1_4.png,TILESET_ATLAS,atlas_or_large_sheet,781,709,773,702,37.8,"[""A_PRIMARY_ATLAS"", ""C_LARGE_OBJECT_PAINT""]",True,"A_PRIMARY_ATLAS, C_LARGE_OBJECT_PAINT",large_structure,LARGE_STRUCTURE_SPRITE,Large structure/facade/transit object belongs in a separate large palette.,large_structure,PropLayer,-140,Add as one large-object paint tile; use carefully.,LargeStructureTileMapLayer / ArtRoot/World/PropLayer,True,Derived from catalog; no user-pasted asset list required.,781,709,"[3, 2, 776, 704]",37.8,62.2,large_structure,large_structure_Building1_4_2fc1a1,"[0, 0, 781, 709]",LARGE_STRUCTURE_SPRITE,READY_TO_PAINT,Large coherent structure; use carefully.,keep in production palette,large object,1
pvg_tileset_atlas_buildingkiosk10_1_0994338a,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_Core_Tiles_2/CyberCity_Core_Tiles_2/BuildingKiosk10_1.png,BuildingKiosk10_1.png,TILESET_ATLAS,atlas_or_large_sheet,757,540,750,529,18.03,"[""A_PRIMARY_ATLAS"", ""C_LARGE_OBJECT_PAINT""]",True,"A_PRIMARY_ATLAS, C_LARGE_OBJECT_PAINT",large_structure,LARGE_STRUCTURE_SPRITE,Large structure/facade/transit object belongs in a separate large palette.,large_structure,PropLayer,-140,Add as one large-object paint tile; use carefully.,LargeStructureTileMapLayer / ArtRoot/World/PropLayer,True,Derived from catalog; no user-pasted asset list required.,757,540,"[2, 6, 752, 535]",18.03,81.97,large_structure,large_structure_BuildingKiosk10_1_099433,"[0, 0, 757, 540]",LARGE_STRUCTURE_SPRITE,READY_TO_PAINT,Large coherent structure; use carefully.,keep in production palette,large object,1
pvg_tileset_atlas_building24_6_0c380343,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_Core_Tiles_1/CyberCity_Core_Tiles_1/Building24_6.png,Building24_6.png,TILESET_ATLAS,atlas_or_large_sheet,724,672,715,666,34.03,"[""A_PRIMARY_ATLAS"", ""C_LARGE_OBJECT_PAINT""]",True,"A_PRIMARY_ATLAS, C_LARGE_OBJECT_PAINT",large_structure,LARGE_STRUCTURE_SPRITE,Large structure/facade/transit object belongs in a separate large palette.,large_structure,PropLayer,-140,Add as one large-object paint tile; use carefully.,LargeStructureTileMapLayer / ArtRoot/World/PropLayer,True,Derived from catalog; no user-pasted asset list required.,724,672,"[5, 2, 720, 668]",34.03,65.97,large_structure,large_structure_Building24_6_0c3803,"[0, 0, 724, 672]",LARGE_STRUCTURE_SPRITE,READY_TO_PAINT,Large coherent structure; use carefully.,keep in production palette,large object,1
pvg_tileset_atlas_buildingkiosk10_7_c4343fc5,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_Core_Tiles_2/CyberCity_Core_Tiles_2/BuildingKiosk10_7.png,BuildingKiosk10_7.png,TILESET_ATLAS,atlas_or_large_sheet,736,742,727,739,39.8,"[""A_PRIMARY_ATLAS"", ""C_LARGE_OBJECT_PAINT""]",True,"A_PRIMARY_ATLAS, C_LARGE_OBJECT_PAINT",large_structure,LARGE_STRUCTURE_SPRITE,Large structure/facade/transit object belongs in a separate large palette.,large_structure,PropLayer,-140,Add as one large-object paint tile; use carefully.,LargeStructureTileMapLayer / ArtRoot/World/PropLayer,True,Derived from catalog; no user-pasted asset list required.,736,742,"[4, 2, 731, 741]",39.8,60.2,large_structure,large_structure_BuildingKiosk10_7_c4343f,"[0, 0, 736, 742]",LARGE_STRUCTURE_SPRITE,READY_TO_PAINT,Large coherent structure; use carefully.,keep in production palette,large object,1
pvg_tileset_atlas_buildingkiosk10_8_eba5c433,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_Core_Tiles_2/CyberCity_Core_Tiles_2/BuildingKiosk10_8.png,BuildingKiosk10_8.png,TILESET_ATLAS,atlas_or_large_sheet,743,745,738,739,41.24,"[""A_PRIMARY_ATLAS"", ""C_LARGE_OBJECT_PAINT""]",True,"A_PRIMARY_ATLAS, C_LARGE_OBJECT_PAINT",large_structure,LARGE_STRUCTURE_SPRITE,Large structure/facade/transit object belongs in a separate large palette.,large_structure,PropLayer,-140,Add as one large-object paint tile; use carefully.,LargeStructureTileMapLayer / ArtRoot/World/PropLayer,True,Derived from catalog; no user-pasted asset list required.,743,745,"[4, 5, 742, 744]",41.24,58.76,large_structure,large_structure_BuildingKiosk10_8_eba5c4,"[0, 0, 743, 745]",LARGE_STRUCTURE_SPRITE,READY_TO_PAINT,Large coherent structure; use carefully.,keep in production palette,large object,1
pvg_tileset_atlas_buildingkiosk10_5_d44f21b6,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_Core_Tiles_2/CyberCity_Core_Tiles_2/BuildingKiosk10_5.png,BuildingKiosk10_5.png,TILESET_ATLAS,atlas_or_large_sheet,737,734,727,729,41.3,"[""A_PRIMARY_ATLAS"", ""C_LARGE_OBJECT_PAINT""]",True,"A_PRIMARY_ATLAS, C_LARGE_OBJECT_PAINT",large_structure,LARGE_STRUCTURE_SPRITE,Large structure/facade/transit object belongs in a separate large palette.,large_structure,PropLayer,-140,Add as one large-object paint tile; use carefully.,LargeStructureTileMapLayer / ArtRoot/World/PropLayer,True,Derived from catalog; no user-pasted asset list required.,737,734,"[6, 2, 733, 731]",41.3,58.7,large_structure,large_structure_BuildingKiosk10_5_d44f21,"[0, 0, 737, 734]",LARGE_STRUCTURE_SPRITE,READY_TO_PAINT,Large coherent structure; use carefully.,keep in production palette,large object,1
pvg_tileset_atlas_buildingkiosk10_6_4ba3710f,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_Core_Tiles_2/CyberCity_Core_Tiles_2/BuildingKiosk10_6.png,BuildingKiosk10_6.png,TILESET_ATLAS,atlas_or_large_sheet,753,738,745,729,42.73,"[""A_PRIMARY_ATLAS"", ""C_LARGE_OBJECT_PAINT""]",True,"A_PRIMARY_ATLAS, C_LARGE_OBJECT_PAINT",large_structure,LARGE_STRUCTURE_SPRITE,Large structure/facade/transit object belongs in a separate large palette.,large_structure,PropLayer,-140,Add as one large-object paint tile; use carefully.,LargeStructureTileMapLayer / ArtRoot/World/PropLayer,True,Derived from catalog; no user-pasted asset list required.,753,738,"[5, 5, 750, 734]",42.73,57.27,large_structure,large_structure_BuildingKiosk10_6_4ba371,"[0, 0, 753, 738]",LARGE_STRUCTURE_SPRITE,READY_TO_PAINT,Large coherent structure; use carefully.,keep in production palette,large object,1
pvg_tileset_atlas_building26_1_b433bd19,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_Core_Tiles_1/CyberCity_Core_Tiles_1/Building26_1.png,Building26_1.png,TILESET_ATLAS,atlas_or_large_sheet,620,648,614,638,21.66,"[""A_PRIMARY_ATLAS"", ""C_LARGE_OBJECT_PAINT""]",True,"A_PRIMARY_ATLAS, C_LARGE_OBJECT_PAINT",large_structure,LARGE_STRUCTURE_SPRITE,Large structure/facade/transit object belongs in a separate large palette.,large_structure,PropLayer,-140,Add as one large-object paint tile; use carefully.,LargeStructureTileMapLayer / ArtRoot/World/PropLayer,True,Derived from catalog; no user-pasted asset list required.,620,648,"[3, 4, 617, 642]",21.66,78.34,large_structure,large_structure_Building26_1_b433bd,"[0, 0, 620, 648]",LARGE_STRUCTURE_SPRITE,READY_TO_PAINT,Large coherent structure; use carefully.,keep in production palette,large object,1
pvg_tileset_atlas_building26_3_8db5b84c,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_Core_Tiles_1/CyberCity_Core_Tiles_1/Building26_3.png,Building26_3.png,TILESET_ATLAS,atlas_or_large_sheet,623,630,614,619,19.72,"[""A_PRIMARY_ATLAS"", ""C_LARGE_OBJECT_PAINT""]",True,"A_PRIMARY_ATLAS, C_LARGE_OBJECT_PAINT",large_structure,LARGE_STRUCTURE_SPRITE,Large structure/facade/transit object belongs in a separate large palette.,large_structure,PropLayer,-140,Add as one large-object paint tile; use carefully.,LargeStructureTileMapLayer / ArtRoot/World/PropLayer,True,Derived from catalog; no user-pasted asset list required.,623,630,"[4, 5, 618, 624]",19.72,80.28,large_structure,large_structure_Building26_3_8db5b8,"[0, 0, 623, 630]",LARGE_STRUCTURE_SPRITE,READY_TO_PAINT,Large coherent structure; use carefully.,keep in production palette,large object,1
pvg_tileset_atlas_building24_4_6108c826,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_Core_Tiles_1/CyberCity_Core_Tiles_1/Building24_4.png,Building24_4.png,TILESET_ATLAS,atlas_or_large_sheet,662,739,655,730,40.16,"[""A_PRIMARY_ATLAS"", ""C_LARGE_OBJECT_PAINT""]",True,"A_PRIMARY_ATLAS, C_LARGE_OBJECT_PAINT",large_structure,LARGE_STRUCTURE_SPRITE,Large structure/facade/transit object belongs in a separate large palette.,large_structure,PropLayer,-140,Add as one large-object paint tile; use carefully.,LargeStructureTileMapLayer / ArtRoot/World/PropLayer,True,Derived from catalog; no user-pasted asset list required.,662,739,"[6, 4, 661, 734]",40.16,59.84,large_structure,large_structure_Building24_4_6108c8,"[0, 0, 662, 739]",LARGE_STRUCTURE_SPRITE,READY_TO_PAINT,Large coherent structure; use carefully.,keep in production palette,large object,1
pvg_tileset_atlas_building7_7_70b214cf,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_Core_Tiles_1/CyberCity_Core_Tiles_1/Building7_7.png,Building7_7.png,TILESET_ATLAS,atlas_or_large_sheet,794,791,789,787,47.41,"[""A_PRIMARY_ATLAS"", ""C_LARGE_OBJECT_PAINT""]",True,"A_PRIMARY_ATLAS, C_LARGE_OBJECT_PAINT",large_structure,LARGE_STRUCTURE_SPRITE,Large structure/facade/transit object belongs in a separate large palette.,large_structure,PropLayer,-140,Add as one large-object paint tile; use carefully.,LargeStructureTileMapLayer / ArtRoot/World/PropLayer,True,Derived from catalog; no user-pasted asset list required.,794,791,"[1, 4, 790, 791]",47.41,52.59,large_structure,large_structure_Building7_7_70b214,"[0, 0, 794, 791]",LARGE_STRUCTURE_SPRITE,READY_TO_PAINT,Large coherent structure; use carefully.,keep in production palette,large object,1
pvg_tileset_atlas_building30_5_f83e612c,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_Core_Tiles_1/CyberCity_Core_Tiles_1/Building30_5.png,Building30_5.png,TILESET_ATLAS,atlas_or_large_sheet,793,759,789,755,47.58,"[""A_PRIMARY_ATLAS"", ""C_LARGE_OBJECT_PAINT""]",True,"A_PRIMARY_ATLAS, C_LARGE_OBJECT_PAINT",large_structure,LARGE_STRUCTURE_SPRITE,Large structure/facade/transit object belongs in a separate large palette.,large_structure,PropLayer,-140,Add as one large-object paint tile; use carefully.,LargeStructureTileMapLayer / ArtRoot/World/PropLayer,True,Derived from catalog; no user-pasted asset list required.,793,759,"[3, 2, 792, 757]",47.58,52.42,large_structure,large_structure_Building30_5_f83e61,"[0, 0, 793, 759]",LARGE_STRUCTURE_SPRITE,READY_TO_PAINT,Large coherent structure; use carefully.,keep in production palette,large object,1
pvg_tileset_atlas_building24_1_39e5c522,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_Core_Tiles_1/CyberCity_Core_Tiles_1/Building24_1.png,Building24_1.png,TILESET_ATLAS,atlas_or_large_sheet,636,717,628,707,37.04,"[""A_PRIMARY_ATLAS"", ""C_LARGE_OBJECT_PAINT""]",True,"A_PRIMARY_ATLAS, C_LARGE_OBJECT_PAINT",large_structure,LARGE_STRUCTURE_SPRITE,Large structure/facade/transit object belongs in a separate large palette.,large_structure,PropLayer,-140,Add as one large-object paint tile; use carefully.,LargeStructureTileMapLayer / ArtRoot/World/PropLayer,True,Derived from catalog; no user-pasted asset list required.,636,717,"[5, 4, 633, 711]",37.04,62.96,large_structure,large_structure_Building24_1_39e5c5,"[0, 0, 636, 717]",LARGE_STRUCTURE_SPRITE,READY_TO_PAINT,Large coherent structure; use carefully.,keep in production palette,large object,1
pvg_tileset_atlas_building9_2_40a530fe,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_Core_Tiles_1/CyberCity_Core_Tiles_1/Building9_2.png,Building9_2.png,TILESET_ATLAS,atlas_or_large_sheet,377,792,368,781,12.96,"[""A_PRIMARY_ATLAS"", ""C_LARGE_OBJECT_PAINT""]",True,"A_PRIMARY_ATLAS, C_LARGE_OBJECT_PAINT",large_structure,LARGE_STRUCTURE_SPRITE,Large structure/facade/transit object belongs in a separate large palette.,large_structure,PropLayer,-140,Add as one large-object paint tile; use carefully.,LargeStructureTileMapLayer / ArtRoot/World/PropLayer,True,Derived from catalog; no user-pasted asset list required.,377,792,"[5, 5, 373, 786]",12.96,87.04,large_structure,large_structure_Building9_2_40a530,"[0, 0, 377, 792]",LARGE_STRUCTURE_SPRITE,READY_TO_PAINT,Large coherent structure; use carefully.,keep in production palette,large object,1
pvg_tileset_atlas_building30_7_aba97187,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_Core_Tiles_1/CyberCity_Core_Tiles_1/Building30_7.png,Building30_7.png,TILESET_ATLAS,atlas_or_large_sheet,794,737,789,733,57.5,"[""A_PRIMARY_ATLAS"", ""C_LARGE_OBJECT_PAINT""]",True,"A_PRIMARY_ATLAS, C_LARGE_OBJECT_PAINT",large_structure,LARGE_STRUCTURE_SPRITE,Large structure/facade/transit object belongs in a separate large palette.,large_structure,PropLayer,-140,Add as one large-object paint tile; use carefully.,LargeStructureTileMapLayer / ArtRoot/World/PropLayer,True,Derived from catalog; no user-pasted asset list required.,794,737,"[2, 4, 791, 737]",57.5,42.5,large_structure,large_structure_Building30_7_aba971,"[0, 0, 794, 737]",LARGE_STRUCTURE_SPRITE,READY_TO_PAINT,Large coherent structure; use carefully.,keep in production palette,large object,1
pvg_tileset_atlas_subwayplatform2_2_eff187fd,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_Core_Tiles_2/CyberCity_Core_Tiles_2/SubwayPlatform2_2.png,SubwayPlatform2_2.png,TILESET_ATLAS,atlas_or_large_sheet,553,358,542,348,6.06,"[""A_PRIMARY_ATLAS"", ""C_LARGE_OBJECT_PAINT""]",True,"A_PRIMARY_ATLAS, C_LARGE_OBJECT_PAINT",large_structure,LARGE_STRUCTURE_SPRITE,Large structure/facade/transit object belongs in a separate large palette.,large_structure,PropLayer,-140,Add as one large-object paint tile; use carefully.,LargeStructureTileMapLayer / ArtRoot/World/PropLayer,True,Derived from catalog; no user-pasted asset list required.,553,358,"[6, 5, 548, 353]",6.06,93.94,large_structure,large_structure_SubwayPlatform2_2_eff187,"[0, 0, 553, 358]",LARGE_STRUCTURE_SPRITE,READY_TO_PAINT,Large coherent structure; use carefully.,keep in production palette,large object,1
pvg_tileset_atlas_building23_5_5cea5d0b,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_Core_Tiles_1/CyberCity_Core_Tiles_1/Building23_5.png,Building23_5.png,TILESET_ATLAS,atlas_or_large_sheet,585,672,575,668,45.52,"[""A_PRIMARY_ATLAS"", ""C_LARGE_OBJECT_PAINT""]",True,"A_PRIMARY_ATLAS, C_LARGE_OBJECT_PAINT",large_structure,LARGE_STRUCTURE_SPRITE,Large structure/facade/transit object belongs in a separate large palette.,large_structure,PropLayer,-140,Add as one large-object paint tile; use carefully.,LargeStructureTileMapLayer / ArtRoot/World/PropLayer,True,Derived from catalog; no user-pasted asset list required.,585,672,"[6, 1, 581, 669]",45.52,54.48,large_structure,large_structure_Building23_5_5cea5d,"[0, 0, 585, 672]",LARGE_STRUCTURE_SPRITE,READY_TO_PAINT,Large coherent structure; use carefully.,keep in production palette,large object,1
