asset_id,path,filename,relative_folder,folder,filename_family,candidate_inclusion_reason,width,height,has_alpha,alpha_bbox,alpha_bbox_width,alpha_bbox_height,transparent_pixel_percentage,visible_pixel_coverage,aspect_ratio,mostly_blank,unusually_large,unusually_small,candidate_pool
CS_0017,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_CentralSecurity_Tiles/CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1/Barrier2_1.png,Barrier2_1.png,CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1,CyberCity_CentralSecurity_Tiles_1,Barrier2,wall_security_barrier,288,130,True,"[0, 0, 288, 130]",288,130,18.154,0.81846,2.2154,False,False,False,B_WALL_SECURITY_BARRIER
CS_0018,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_CentralSecurity_Tiles/CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1/Barrier2_2.png,Barrier2_2.png,CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1,CyberCity_CentralSecurity_Tiles_1,Barrier2,wall_security_barrier,67,277,True,"[0, 0, 67, 277]",67,277,42.502,0.57498,0.2419,False,False,False,B_WALL_SECURITY_BARRIER
CS_0019,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_CentralSecurity_Tiles/CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1/Barrier2_3.png,Barrier2_3.png,CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1,CyberCity_CentralSecurity_Tiles_1,Barrier2,wall_security_barrier,290,130,True,"[0, 0, 290, 130]",290,130,18.695,0.81305,2.2308,False,False,False,B_WALL_SECURITY_BARRIER
CS_0020,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_CentralSecurity_Tiles/CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1/Barrier2_4.png,Barrier2_4.png,CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1,CyberCity_CentralSecurity_Tiles_1,Barrier2,wall_security_barrier,65,277,True,"[0, 0, 65, 277]",65,277,40.816,0.59184,0.2347,False,False,False,B_WALL_SECURITY_BARRIER
CS_0021,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_CentralSecurity_Tiles/CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1/Barrier2_5.png,Barrier2_5.png,CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1,CyberCity_CentralSecurity_Tiles_1,Barrier2,wall_security_barrier,216,232,True,"[0, 0, 216, 232]",216,232,54.356,0.45644,0.931,False,False,False,B_WALL_SECURITY_BARRIER
CS_0022,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_CentralSecurity_Tiles/CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1/Barrier2_6.png,Barrier2_6.png,CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1,CyberCity_CentralSecurity_Tiles_1,Barrier2,wall_security_barrier,217,232,True,"[0, 0, 217, 232]",217,232,53.995,0.46005,0.9353,False,False,False,B_WALL_SECURITY_BARRIER
CS_0023,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_CentralSecurity_Tiles/CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1/Barrier2_7.png,Barrier2_7.png,CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1,CyberCity_CentralSecurity_Tiles_1,Barrier2,wall_security_barrier,218,232,True,"[0, 0, 218, 232]",218,232,54.174,0.45826,0.9397,False,False,False,B_WALL_SECURITY_BARRIER
CS_0024,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_CentralSecurity_Tiles/CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1/Barrier2_8.png,Barrier2_8.png,CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1,CyberCity_CentralSecurity_Tiles_1,Barrier2,wall_security_barrier,215,232,True,"[0, 0, 215, 232]",215,232,54.09,0.4591,0.9267,False,False,False,B_WALL_SECURITY_BARRIER
CS_0025,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_CentralSecurity_Tiles/CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1/Barrier3_1.png,Barrier3_1.png,CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1,CyberCity_CentralSecurity_Tiles_1,Barrier3,wall_security_barrier,208,84,True,"[0, 0, 208, 84]",208,84,20.908,0.79092,2.4762,False,False,False,B_WALL_SECURITY_BARRIER
CS_0026,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_CentralSecurity_Tiles/CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1/Barrier3_2.png,Barrier3_2.png,CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1,CyberCity_CentralSecurity_Tiles_1,Barrier3,wall_security_barrier,46,195,True,"[0, 0, 46, 195]",46,195,36.455,0.63545,0.2359,False,False,False,B_WALL_SECURITY_BARRIER
CS_0027,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_CentralSecurity_Tiles/CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1/Barrier3_3.png,Barrier3_3.png,CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1,CyberCity_CentralSecurity_Tiles_1,Barrier3,wall_security_barrier,211,80,True,"[0, 0, 211, 80]",211,80,21.262,0.78738,2.6375,False,False,False,B_WALL_SECURITY_BARRIER
CS_0028,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_CentralSecurity_Tiles/CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1/Barrier3_4.png,Barrier3_4.png,CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1,CyberCity_CentralSecurity_Tiles_1,Barrier3,wall_security_barrier,50,195,True,"[0, 0, 50, 195]",50,195,39.405,0.60595,0.2564,False,False,False,B_WALL_SECURITY_BARRIER
CS_0029,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_CentralSecurity_Tiles/CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1/Barrier3_5.png,Barrier3_5.png,CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1,CyberCity_CentralSecurity_Tiles_1,Barrier3,wall_security_barrier,159,161,True,"[0, 0, 159, 161]",159,161,57.897,0.42103,0.9876,False,False,False,B_WALL_SECURITY_BARRIER
CS_0030,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_CentralSecurity_Tiles/CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1/Barrier3_6.png,Barrier3_6.png,CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1,CyberCity_CentralSecurity_Tiles_1,Barrier3,wall_security_barrier,166,162,True,"[0, 0, 166, 162]",166,162,59.947,0.40053,1.0247,False,False,False,B_WALL_SECURITY_BARRIER
CS_0031,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_CentralSecurity_Tiles/CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1/Barrier3_7.png,Barrier3_7.png,CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1,CyberCity_CentralSecurity_Tiles_1,Barrier3,wall_security_barrier,163,160,True,"[0, 0, 163, 160]",163,160,60.782,0.39218,1.0188,False,False,False,B_WALL_SECURITY_BARRIER
CS_0032,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_CentralSecurity_Tiles/CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1/Barrier3_8.png,Barrier3_8.png,CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1,CyberCity_CentralSecurity_Tiles_1,Barrier3,wall_security_barrier,161,163,True,"[0, 0, 161, 163]",161,163,60.725,0.39275,0.9877,False,False,False,B_WALL_SECURITY_BARRIER
CS_0033,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_CentralSecurity_Tiles/CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1/Barrier4_1.png,Barrier4_1.png,CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1,CyberCity_CentralSecurity_Tiles_1,Barrier4,wall_security_barrier,267,286,True,"[0, 0, 267, 286]",267,286,72.228,0.27772,0.9336,False,False,False,B_WALL_SECURITY_BARRIER
CS_0034,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_CentralSecurity_Tiles/CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1/Barrier4_2.png,Barrier4_2.png,CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1,CyberCity_CentralSecurity_Tiles_1,Barrier4,wall_security_barrier,271,242,True,"[0, 0, 271, 242]",271,242,69.71,0.3029,1.1198,False,False,False,B_WALL_SECURITY_BARRIER
CS_0035,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_CentralSecurity_Tiles/CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1/Barrier4_3.png,Barrier4_3.png,CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1,CyberCity_CentralSecurity_Tiles_1,Barrier4,wall_security_barrier,297,288,True,"[0, 0, 297, 288]",297,288,76.769,0.23231,1.0312,False,False,False,B_WALL_SECURITY_BARRIER
CS_0036,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_CentralSecurity_Tiles/CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1/Barrier4_4.png,Barrier4_4.png,CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1,CyberCity_CentralSecurity_Tiles_1,Barrier4,wall_security_barrier,272,306,True,"[0, 0, 272, 306]",272,306,72.863,0.27137,0.8889,False,False,False,B_WALL_SECURITY_BARRIER
CS_0037,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_CentralSecurity_Tiles/CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1/Barrier4_5.png,Barrier4_5.png,CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1,CyberCity_CentralSecurity_Tiles_1,Barrier4,wall_security_barrier,288,301,True,"[0, 0, 288, 301]",288,301,74.841,0.25159,0.9568,False,False,False,B_WALL_SECURITY_BARRIER
CS_0038,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_CentralSecurity_Tiles/CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1/Barrier4_6.png,Barrier4_6.png,CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1,CyberCity_CentralSecurity_Tiles_1,Barrier4,wall_security_barrier,289,262,True,"[0, 0, 289, 262]",289,262,73.404,0.26596,1.1031,False,False,False,B_WALL_SECURITY_BARRIER
CS_0039,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_CentralSecurity_Tiles/CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1/Barrier4_7.png,Barrier4_7.png,CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1,CyberCity_CentralSecurity_Tiles_1,Barrier4,wall_security_barrier,273,299,True,"[0, 0, 273, 299]",273,299,73.221,0.26779,0.913,False,False,False,B_WALL_SECURITY_BARRIER
CS_0040,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_CentralSecurity_Tiles/CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1/Barrier4_8.png,Barrier4_8.png,CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1,CyberCity_CentralSecurity_Tiles_1,Barrier4,wall_security_barrier,261,266,True,"[0, 0, 261, 266]",261,266,70.978,0.29022,0.9812,False,False,False,B_WALL_SECURITY_BARRIER
CS_0041,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_CentralSecurity_Tiles/CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1/Bed1_1.png,Bed1_1.png,CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1,CyberCity_CentralSecurity_Tiles_1,Bed1,review_unknown_visually_promising,160,134,True,"[0, 0, 160, 134]",160,134,21.562,0.78438,1.194,False,False,False,E_REVIEW_UNKNOWN
CS_0042,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_CentralSecurity_Tiles/CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1/Bed1_2.png,Bed1_2.png,CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1,CyberCity_CentralSecurity_Tiles_1,Bed1,review_unknown_visually_promising,84,180,True,"[0, 0, 84, 180]",84,180,42.474,0.57526,0.4667,False,False,False,E_REVIEW_UNKNOWN
CS_0043,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_CentralSecurity_Tiles/CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1/Bed1_3.png,Bed1_3.png,CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1,CyberCity_CentralSecurity_Tiles_1,Bed1,review_unknown_visually_promising,156,113,True,"[0, 0, 156, 113]",156,113,27.768,0.72232,1.3805,False,False,False,E_REVIEW_UNKNOWN
CS_0044,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_CentralSecurity_Tiles/CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1/Bed1_4.png,Bed1_4.png,CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1,CyberCity_CentralSecurity_Tiles_1,Bed1,review_unknown_visually_promising,89,181,True,"[0, 0, 89, 181]",89,181,42.777,0.57223,0.4917,False,False,False,E_REVIEW_UNKNOWN
CS_0045,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_CentralSecurity_Tiles/CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1/Bed1_5.png,Bed1_5.png,CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1,CyberCity_CentralSecurity_Tiles_1,Bed1,review_unknown_visually_promising,141,176,True,"[0, 0, 141, 176]",141,176,40.893,0.59107,0.8011,False,False,False,E_REVIEW_UNKNOWN
CS_0046,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_CentralSecurity_Tiles/CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1/Bed1_6.png,Bed1_6.png,CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1,CyberCity_CentralSecurity_Tiles_1,Bed1,review_unknown_visually_promising,151,175,True,"[0, 0, 151, 175]",151,175,44.988,0.55012,0.8629,False,False,False,E_REVIEW_UNKNOWN
CS_0047,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_CentralSecurity_Tiles/CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1/Bed1_7.png,Bed1_7.png,CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1,CyberCity_CentralSecurity_Tiles_1,Bed1,review_unknown_visually_promising,136,155,True,"[0, 0, 136, 155]",136,155,47.908,0.52092,0.8774,False,False,False,E_REVIEW_UNKNOWN
CS_0048,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_CentralSecurity_Tiles/CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1/Bed1_8.png,Bed1_8.png,CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1,CyberCity_CentralSecurity_Tiles_1,Bed1,review_unknown_visually_promising,151,155,True,"[0, 0, 151, 155]",151,155,51.942,0.48058,0.9742,False,False,False,E_REVIEW_UNKNOWN
CS_0049,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_CentralSecurity_Tiles/CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1/BiometricScanner1_1.png,BiometricScanner1_1.png,CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1,CyberCity_CentralSecurity_Tiles_1,BiometricScanner1,prop_sign_tech,63,100,True,"[0, 0, 63, 100]",63,100,33.397,0.66603,0.63,False,False,False,D_PROP_SIGN_TECH
CS_0050,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_CentralSecurity_Tiles/CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1/BiometricScanner1_2.png,BiometricScanner1_2.png,CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1,CyberCity_CentralSecurity_Tiles_1,BiometricScanner1,prop_sign_tech,73,98,True,"[0, 0, 73, 98]",73,98,36.847,0.63153,0.7449,False,False,False,D_PROP_SIGN_TECH
CS_0051,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_CentralSecurity_Tiles/CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1/BiometricScanner1_3.png,BiometricScanner1_3.png,CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1,CyberCity_CentralSecurity_Tiles_1,BiometricScanner1,prop_sign_tech,63,93,True,"[0, 0, 63, 93]",63,93,29.169,0.70831,0.6774,False,False,False,D_PROP_SIGN_TECH
CS_0052,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_CentralSecurity_Tiles/CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1/BiometricScanner1_4.png,BiometricScanner1_4.png,CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1,CyberCity_CentralSecurity_Tiles_1,BiometricScanner1,prop_sign_tech,77,98,True,"[0, 0, 77, 98]",77,98,41.519,0.58481,0.7857,False,False,False,D_PROP_SIGN_TECH
CS_0053,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_CentralSecurity_Tiles/CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1/BiometricScanner1_5.png,BiometricScanner1_5.png,CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1,CyberCity_CentralSecurity_Tiles_1,BiometricScanner1,prop_sign_tech,76,99,True,"[0, 0, 76, 99]",76,99,38.078,0.61922,0.7677,False,False,False,D_PROP_SIGN_TECH
CS_0054,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_CentralSecurity_Tiles/CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1/BiometricScanner1_6.png,BiometricScanner1_6.png,CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1,CyberCity_CentralSecurity_Tiles_1,BiometricScanner1,prop_sign_tech,78,99,True,"[0, 0, 78, 99]",78,99,43.007,0.56993,0.7879,False,False,False,D_PROP_SIGN_TECH
