tileset_path,original_palette,palette,tile_id,source_asset_id,source_path,source_filename,source_region,preview_width,preview_height,visible_alpha_bbox,transparent_percentage,pre_tileset_classification,post_creation_quality_classification,reason,recommended_action
res://assets/tilesets/pvgames_central_security_paintable/PVGamesCentralSecurityReviewOnlyPaint.tres,review_only,review_only,review_only_0010,CS_0631,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_CentralSecurity_Tiles/CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1/Garbage2_4.png,Garbage2_4.png,"[0, 0, 66, 58]",66,58,"[0, 0, 66, 58]",31.034,SINGLE_TILE_SPRITE,REVIEW_MANUALLY,Review-only candidate.,keep in review palette
res://assets/tilesets/pvgames_central_security_paintable/PVGamesCentralSecurityReviewOnlyPaint.tres,review_only,review_only,review_only_0011,CS_0629,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_CentralSecurity_Tiles/CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1/Garbage2_2.png,Garbage2_2.png,"[0, 0, 68, 68]",68,68,"[0, 0, 68, 68]",39.749,SINGLE_TILE_SPRITE,REVIEW_MANUALLY,Review-only candidate.,keep in review palette
res://assets/tilesets/pvgames_central_security_paintable/PVGamesCentralSecurityReviewOnlyPaint.tres,review_only,review_only,review_only_0012,CS_0635,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_CentralSecurity_Tiles/CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1/Garbage2_8.png,Garbage2_8.png,"[0, 0, 71, 60]",71,60,"[0, 0, 71, 60]",35.822,SINGLE_TILE_SPRITE,REVIEW_MANUALLY,Review-only candidate.,keep in review palette
res://assets/tilesets/pvgames_central_security_paintable/PVGamesCentralSecurityReviewOnlyPaint.tres,review_only,review_only,review_only_0013,CS_0630,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_CentralSecurity_Tiles/CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1/Garbage2_3.png,Garbage2_3.png,"[0, 0, 71, 63]",71,63,"[0, 0, 71, 63]",37.022,SINGLE_TILE_SPRITE,REVIEW_MANUALLY,Review-only candidate.,keep in review palette
res://assets/tilesets/pvgames_central_security_paintable/PVGamesCentralSecurityReviewOnlyPaint.tres,review_only,review_only,review_only_0014,CS_1470,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_CentralSecurity_Tiles/CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1/Tech8_3.png,Tech8_3.png,"[0, 0, 69, 72]",69,72,"[0, 0, 69, 72]",21.377,SINGLE_TILE_SPRITE,REVIEW_MANUALLY,Review-only candidate.,keep in review palette
res://assets/tilesets/pvgames_central_security_paintable/PVGamesCentralSecurityReviewOnlyPaint.tres,review_only,review_only,review_only_0015,CS_1388,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_CentralSecurity_Tiles/CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1/Tech10_1.png,Tech10_1.png,"[0, 0, 55, 74]",55,74,"[0, 0, 55, 74]",18.059,SINGLE_TILE_SPRITE,REVIEW_MANUALLY,Review-only candidate.,keep in review palette
res://assets/tilesets/pvgames_central_security_paintable/PVGamesCentralSecurityReviewOnlyPaint.tres,review_only,review_only,review_only_0016,CS_1521,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_CentralSecurity_Tiles/CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1/Tires3_6.png,Tires3_6.png,"[0, 0, 73, 75]",73,75,"[0, 0, 73, 75]",45.479,SINGLE_TILE_SPRITE,REVIEW_MANUALLY,Review-only candidate.,keep in review palette
res://assets/tilesets/pvgames_central_security_paintable/PVGamesCentralSecurityReviewOnlyPaint.tres,review_only,review_only,review_only_0017,CS_0364,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_CentralSecurity_Tiles/CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1/Container7_4.png,Container7_4.png,"[0, 0, 48, 76]",48,76,"[0, 0, 48, 76]",14.227,SINGLE_TILE_SPRITE,REVIEW_MANUALLY,Review-only candidate.,keep in review palette
res://assets/tilesets/pvgames_central_security_paintable/PVGamesCentralSecurityReviewOnlyPaint.tres,review_only,review_only,review_only_0018,CS_1390,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_CentralSecurity_Tiles/CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1/Tech10_3.png,Tech10_3.png,"[0, 0, 56, 76]",56,76,"[0, 0, 56, 76]",21.805,SINGLE_TILE_SPRITE,REVIEW_MANUALLY,Review-only candidate.,keep in review palette
res://assets/tilesets/pvgames_central_security_paintable/PVGamesCentralSecurityReviewOnlyPaint.tres,review_only,review_only,review_only_0019,CS_0354,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_CentralSecurity_Tiles/CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1/Container6_2.png,Container6_2.png,"[0, 0, 66, 76]",66,76,"[0, 0, 66, 76]",15.809,SINGLE_TILE_SPRITE,REVIEW_MANUALLY,Review-only candidate.,keep in review palette
res://assets/tilesets/pvgames_central_security_paintable/PVGamesCentralSecurityReviewOnlyPaint.tres,review_only,review_only,review_only_0020,CS_1522,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_CentralSecurity_Tiles/CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1/Tires3_7.png,Tires3_7.png,"[0, 0, 77, 63]",77,63,"[0, 0, 77, 63]",40.445,SINGLE_TILE_SPRITE,REVIEW_MANUALLY,Review-only candidate.,keep in review palette
res://assets/tilesets/pvgames_central_security_paintable/PVGamesCentralSecurityReviewOnlyPaint.tres,review_only,review_only,review_only_0021,CS_1468,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_CentralSecurity_Tiles/CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1/Tech8_1.png,Tech8_1.png,"[0, 0, 68, 77]",68,77,"[0, 0, 68, 77]",23.014,SINGLE_TILE_SPRITE,REVIEW_MANUALLY,Review-only candidate.,keep in review palette
res://assets/tilesets/pvgames_central_security_paintable/PVGamesCentralSecurityReviewOnlyPaint.tres,review_only,review_only,review_only_0022,CS_1523,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_CentralSecurity_Tiles/CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1/Tires3_8.png,Tires3_8.png,"[0, 0, 77, 72]",77,72,"[0, 0, 77, 72]",44.715,SINGLE_TILE_SPRITE,REVIEW_MANUALLY,Review-only candidate.,keep in review palette
res://assets/tilesets/pvgames_central_security_paintable/PVGamesCentralSecurityReviewOnlyPaint.tres,review_only,review_only,review_only_0023,CS_1389,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_CentralSecurity_Tiles/CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1/Tech10_2.png,Tech10_2.png,"[0, 0, 79, 50]",79,50,"[0, 0, 79, 50]",17.949,SINGLE_TILE_SPRITE,REVIEW_MANUALLY,Review-only candidate.,keep in review palette
res://assets/tilesets/pvgames_central_security_paintable/PVGamesCentralSecurityReviewOnlyPaint.tres,review_only,review_only,review_only_0024,CS_1391,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_CentralSecurity_Tiles/CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1/Tech10_4.png,Tech10_4.png,"[0, 0, 79, 51]",79,51,"[0, 0, 79, 51]",19.285,SINGLE_TILE_SPRITE,REVIEW_MANUALLY,Review-only candidate.,keep in review palette
res://assets/tilesets/pvgames_central_security_paintable/PVGamesCentralSecurityReviewOnlyPaint.tres,review_only,review_only,review_only_0025,CS_0356,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_CentralSecurity_Tiles/CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1/Container6_4.png,Container6_4.png,"[0, 0, 64, 79]",64,79,"[0, 0, 64, 79]",21.084,SINGLE_TILE_SPRITE,REVIEW_MANUALLY,Review-only candidate.,keep in review palette
res://assets/tilesets/pvgames_central_security_paintable/PVGamesCentralSecurityReviewOnlyPaint.tres,review_only,review_only,review_only_0026,CS_1480,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_CentralSecurity_Tiles/CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1/Tech9_5.png,Tech9_5.png,"[0, 0, 79, 73]",79,73,"[0, 0, 79, 73]",41.564,SINGLE_TILE_SPRITE,REVIEW_MANUALLY,Review-only candidate.,keep in review palette
res://assets/tilesets/pvgames_central_security_paintable/PVGamesCentralSecurityReviewOnlyPaint.tres,review_only,review_only,review_only_0027,CS_1481,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_CentralSecurity_Tiles/CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1/Tech9_6.png,Tech9_6.png,"[0, 0, 79, 74]",79,74,"[0, 0, 79, 74]",42.816,SINGLE_TILE_SPRITE,REVIEW_MANUALLY,Review-only candidate.,keep in review palette
res://assets/tilesets/pvgames_central_security_paintable/PVGamesCentralSecurityReviewOnlyPaint.tres,review_only,review_only,review_only_0028,CS_1482,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_CentralSecurity_Tiles/CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1/Tech9_7.png,Tech9_7.png,"[0, 0, 79, 76]",79,76,"[0, 0, 79, 76]",44.037,SINGLE_TILE_SPRITE,REVIEW_MANUALLY,Review-only candidate.,keep in review palette
res://assets/tilesets/pvgames_central_security_paintable/PVGamesCentralSecurityReviewOnlyPaint.tres,review_only,review_only,review_only_0029,CS_1519,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_CentralSecurity_Tiles/CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1/Tires3_4.png,Tires3_4.png,"[0, 0, 49, 80]",49,80,"[0, 0, 49, 80]",25.536,SINGLE_TILE_SPRITE,REVIEW_MANUALLY,Review-only candidate.,keep in review palette
res://assets/tilesets/pvgames_central_security_paintable/PVGamesCentralSecurityReviewOnlyPaint.tres,review_only,review_only,review_only_0030,CS_1520,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_CentralSecurity_Tiles/CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1/Tires3_5.png,Tires3_5.png,"[0, 0, 80, 58]",80,58,"[0, 0, 80, 58]",38.707,SINGLE_TILE_SPRITE,REVIEW_MANUALLY,Review-only candidate.,keep in review palette
res://assets/tilesets/pvgames_central_security_paintable/PVGamesCentralSecurityReviewOnlyPaint.tres,review_only,review_only,review_only_0031,CS_0003,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_CentralSecurity_Tiles/CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1/Barrel1_3.png,Barrel1_3.png,"[0, 0, 66, 80]",66,80,"[0, 0, 66, 80]",23.693,SINGLE_TILE_SPRITE,REVIEW_MANUALLY,Review-only candidate.,keep in review palette
res://assets/tilesets/pvgames_central_security_paintable/PVGamesCentralSecurityReviewOnlyPaint.tres,review_only,review_only,review_only_0032,CS_0005,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_CentralSecurity_Tiles/CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1/Barrel1_5.png,Barrel1_5.png,"[0, 0, 66, 80]",66,80,"[0, 0, 66, 80]",23.428,SINGLE_TILE_SPRITE,REVIEW_MANUALLY,Review-only candidate.,keep in review palette
res://assets/tilesets/pvgames_central_security_paintable/PVGamesCentralSecurityReviewOnlyPaint.tres,review_only,review_only,review_only_0033,CS_0001,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_CentralSecurity_Tiles/CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1/Barrel1_1.png,Barrel1_1.png,"[0, 0, 68, 80]",68,80,"[0, 0, 68, 80]",26.158,SINGLE_TILE_SPRITE,REVIEW_MANUALLY,Review-only candidate.,keep in review palette
res://assets/tilesets/pvgames_central_security_paintable/PVGamesCentralSecurityReviewOnlyPaint.tres,review_only,review_only,review_only_0034,CS_0002,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_CentralSecurity_Tiles/CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1/Barrel1_2.png,Barrel1_2.png,"[0, 0, 69, 80]",69,80,"[0, 0, 69, 80]",26.938,SINGLE_TILE_SPRITE,REVIEW_MANUALLY,Review-only candidate.,keep in review palette
res://assets/tilesets/pvgames_central_security_paintable/PVGamesCentralSecurityReviewOnlyPaint.tres,review_only,review_only,review_only_0035,CS_0007,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_CentralSecurity_Tiles/CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1/Barrel1_7.png,Barrel1_7.png,"[0, 0, 67, 81]",67,81,"[0, 0, 67, 81]",26.092,SINGLE_TILE_SPRITE,REVIEW_MANUALLY,Review-only candidate.,keep in review palette
res://assets/tilesets/pvgames_central_security_paintable/PVGamesCentralSecurityReviewOnlyPaint.tres,review_only,review_only,review_only_0036,CS_0075,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_CentralSecurity_Tiles/CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1/BrigBrokenGlass1_3.png,BrigBrokenGlass1_3.png,"[0, 0, 81, 70]",81,70,"[0, 0, 81, 70]",73.351,SINGLE_TILE_SPRITE,REVIEW_MANUALLY,Review-only candidate.,keep in review palette
res://assets/tilesets/pvgames_central_security_paintable/PVGamesCentralSecurityReviewOnlyPaint.tres,review_only,review_only,review_only_0037,CS_1483,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_CentralSecurity_Tiles/CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1/Tech9_8.png,Tech9_8.png,"[0, 0, 79, 81]",79,81,"[0, 0, 79, 81]",46.679,SINGLE_TILE_SPRITE,REVIEW_MANUALLY,Review-only candidate.,keep in review palette
res://assets/tilesets/pvgames_central_security_paintable/PVGamesCentralSecurityReviewOnlyPaint.tres,review_only,review_only,review_only_0038,CS_1501,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_CentralSecurity_Tiles/CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1/Tires1_2.png,Tires1_2.png,"[0, 0, 64, 82]",64,82,"[0, 0, 64, 82]",28.182,SINGLE_TILE_SPRITE,REVIEW_MANUALLY,Review-only candidate.,keep in review palette
res://assets/tilesets/pvgames_central_security_paintable/PVGamesCentralSecurityReviewOnlyPaint.tres,review_only,review_only,review_only_0039,CS_0004,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_CentralSecurity_Tiles/CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1/Barrel1_4.png,Barrel1_4.png,"[0, 0, 67, 82]",67,82,"[0, 0, 67, 82]",26.829,SINGLE_TILE_SPRITE,REVIEW_MANUALLY,Review-only candidate.,keep in review palette
res://assets/tilesets/pvgames_central_security_paintable/PVGamesCentralSecurityReviewOnlyPaint.tres,review_only,review_only,review_only_0040,CS_1504,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_CentralSecurity_Tiles/CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1/Tires1_5.png,Tires1_5.png,"[0, 0, 82, 76]",82,76,"[0, 0, 82, 76]",26.524,SINGLE_TILE_SPRITE,REVIEW_MANUALLY,Review-only candidate.,keep in review palette
res://assets/tilesets/pvgames_central_security_paintable/PVGamesCentralSecurityReviewOnlyPaint.tres,review_only,review_only,review_only_0041,CS_0073,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_CentralSecurity_Tiles/CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1/BrigBrokenGlass1_1.png,BrigBrokenGlass1_1.png,"[0, 0, 83, 69]",83,69,"[0, 0, 83, 69]",73.669,SINGLE_TILE_SPRITE,REVIEW_MANUALLY,Review-only candidate.,keep in review palette
res://assets/tilesets/pvgames_central_security_paintable/PVGamesCentralSecurityReviewOnlyPaint.tres,review_only,review_only,review_only_0042,CS_0367,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_CentralSecurity_Tiles/CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1/Container7_7.png,Container7_7.png,"[0, 0, 83, 76]",83,76,"[0, 0, 83, 76]",43.072,SINGLE_TILE_SPRITE,REVIEW_MANUALLY,Review-only candidate.,keep in review palette
res://assets/tilesets/pvgames_central_security_paintable/PVGamesCentralSecurityReviewOnlyPaint.tres,review_only,review_only,review_only_0043,CS_1506,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_CentralSecurity_Tiles/CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1/Tires1_7.png,Tires1_7.png,"[0, 0, 84, 71]",84,71,"[0, 0, 84, 71]",29.225,SINGLE_TILE_SPRITE,REVIEW_MANUALLY,Review-only candidate.,keep in review palette
res://assets/tilesets/pvgames_central_security_paintable/PVGamesCentralSecurityReviewOnlyPaint.tres,review_only,review_only,review_only_0044,CS_0365,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_CentralSecurity_Tiles/CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1/Container7_5.png,Container7_5.png,"[0, 0, 84, 76]",84,76,"[0, 0, 84, 76]",43.249,SINGLE_TILE_SPRITE,REVIEW_MANUALLY,Review-only candidate.,keep in review palette
res://assets/tilesets/pvgames_central_security_paintable/PVGamesCentralSecurityReviewOnlyPaint.tres,review_only,review_only,review_only_0045,CS_0366,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_CentralSecurity_Tiles/CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1/Container7_6.png,Container7_6.png,"[0, 0, 84, 77]",84,77,"[0, 0, 84, 77]",44.388,SINGLE_TILE_SPRITE,REVIEW_MANUALLY,Review-only candidate.,keep in review palette
res://assets/tilesets/pvgames_central_security_paintable/PVGamesCentralSecurityReviewOnlyPaint.tres,review_only,review_only,review_only_0046,CS_1477,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_CentralSecurity_Tiles/CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1/Tech9_2.png,Tech9_2.png,"[0, 0, 85, 53]",85,53,"[0, 0, 85, 53]",20.599,SINGLE_TILE_SPRITE,REVIEW_MANUALLY,Review-only candidate.,keep in review palette
res://assets/tilesets/pvgames_central_security_paintable/PVGamesCentralSecurityReviewOnlyPaint.tres,review_only,review_only,review_only_0047,CS_1392,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_CentralSecurity_Tiles/CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1/Tech10_5.png,Tech10_5.png,"[0, 0, 85, 70]",85,70,"[0, 0, 85, 70]",43.933,SINGLE_TILE_SPRITE,REVIEW_MANUALLY,Review-only candidate.,keep in review palette
res://assets/tilesets/pvgames_central_security_paintable/PVGamesCentralSecurityReviewOnlyPaint.tres,review_only,review_only,review_only_0048,CS_1395,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_CentralSecurity_Tiles/CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1/Tech10_8.png,Tech10_8.png,"[0, 0, 85, 70]",85,70,"[0, 0, 85, 70]",43.899,SINGLE_TILE_SPRITE,REVIEW_MANUALLY,Review-only candidate.,keep in review palette
res://assets/tilesets/pvgames_central_security_paintable/PVGamesCentralSecurityReviewOnlyPaint.tres,review_only,review_only,review_only_0049,CS_0368,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_CentralSecurity_Tiles/CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1/Container7_8.png,Container7_8.png,"[0, 0, 85, 76]",85,76,"[0, 0, 85, 76]",43.746,SINGLE_TILE_SPRITE,REVIEW_MANUALLY,Review-only candidate.,keep in review palette
res://assets/tilesets/pvgames_central_security_paintable/PVGamesCentralSecurityReviewOnlyPaint.tres,review_only,review_only,review_only_0050,CS_0353,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_CentralSecurity_Tiles/CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1/Container6_1.png,Container6_1.png,"[0, 0, 86, 54]",86,54,"[0, 0, 86, 54]",13.049,SINGLE_TILE_SPRITE,REVIEW_MANUALLY,Review-only candidate.,keep in review palette
res://assets/tilesets/pvgames_central_security_paintable/PVGamesCentralSecurityReviewOnlyPaint.tres,review_only,review_only,review_only_0051,CS_1471,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_CentralSecurity_Tiles/CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1/Tech8_4.png,Tech8_4.png,"[0, 0, 86, 66]",86,66,"[0, 0, 86, 66]",22.692,SINGLE_TILE_SPRITE,REVIEW_MANUALLY,Review-only candidate.,keep in review palette
res://assets/tilesets/pvgames_central_security_paintable/PVGamesCentralSecurityReviewOnlyPaint.tres,review_only,review_only,review_only_0052,CS_1479,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_CentralSecurity_Tiles/CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1/Tech9_4.png,Tech9_4.png,"[0, 0, 87, 54]",87,54,"[0, 0, 87, 54]",24.84,SINGLE_TILE_SPRITE,REVIEW_MANUALLY,Review-only candidate.,keep in review palette
res://assets/tilesets/pvgames_central_security_paintable/PVGamesCentralSecurityReviewOnlyPaint.tres,review_only,review_only,review_only_0053,CS_0355,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_CentralSecurity_Tiles/CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1/Container6_3.png,Container6_3.png,"[0, 0, 87, 62]",87,62,"[0, 0, 87, 62]",13.348,SINGLE_TILE_SPRITE,REVIEW_MANUALLY,Review-only candidate.,keep in review palette
